id,artist,title,medium,year
46806,"turner, joseph mallord william",a town; ?cologne,graphite on paper,1825
40795,"turner, joseph mallord william",calton hill and the palace of holyrood,graphite on paper,1818
47016,"turner, joseph mallord william",views between dinant and givet,graphite on paper,1824
78495,"hamilton finlay, ian",five conning towers,marble,
24099,british school 18th century,park scene with boy,graphite and watercolour on paper,1780
2288,"clavé, antoni",child with a water-melon,oil paint on canvas,1947
42805,"turner, joseph mallord william","view of st peter’s, rome, from san pietro in montorio",graphite on paper,1819
30538,"turner, joseph mallord william",the wooded banks of the river tilt at blair atholl,graphite on paper,1801
23104,"jones, thomas",the bay of naples and the mole lighthouse,oil paint on paper,1782
55444,"turner, joseph mallord william","namur from the liège road; the quayside next to the town hall at dinant, looking downstream with figures loading a cart",graphite on paper,1839
15058,"turner, joseph mallord william","pendennis castle and entrance of falmouth harbour, cornwall",etching on paper,1817
106717,"cruzvillegas, abraham",ac5,"wood, wool, metal and hemp cord",2008
3397,"daniell, william","view of iona, from the n. east",aquatint on paper,1814
47025,"turner, joseph mallord william",the meuse near givet,graphite on paper,1824
69534,"jones, george",[title not known],ink on paper,
29111,"turner, joseph mallord william",a valley among hills,graphite on paper,1798
56946,"turner, joseph mallord william",two sketches of the drachenfels,graphite on paper,1833
31996,"turner, joseph mallord william","mont blanc, from sallanches","graphite, watercolour and gouache on paper",1802
41932,"turner, joseph mallord william",view of forlì,graphite on paper,1819
2835,"cowie, james",an outdoor school of painting,oil paint on canvas,1938
31715,"turner, joseph mallord william","the virgin and child, after guercino",graphite on paper,1802
43068,"turner, joseph mallord william","part of a view of the bay of baiae seen from near the temple of mercury; and sketches of the roman ruins, baiae",graphite on paper,1819
2344,"cohen, bernard",november +3,lithograph on paper,1970
26423,"doig, peter",[no title],etching on paper,1997
6658,"holland, harry",door,lithograph on paper,1982
5806,"hamilton, richard",toaster,"screenprint, lithograph and polyester on paper",1967
31817,"turner, joseph mallord william",belleville,graphite on paper,1802
14207,"tilson, joe",bela lugosi journal ii,intaglio print on paper,1970
49030,"turner, joseph mallord william",?palace at milan,graphite on paper,1828
56349,"turner, joseph mallord william","from above courmayeur, looking down the val d’aosta towards dolonne",graphite on paper,1836
63484,"de loutherbourg, philip james",view over a river valley with a tower in the foreground and hills beyond,pen and ink and graphite on paper,1786
54261,"turner, joseph mallord william",oban from dunollie castle,graphite on paper,1831
61927,"turner, joseph mallord william",view at ostend [turner],graphite on paper,1830
7912,"kennington, eric",raider with a cosh,pastel on paper,1917
3804,"denny, robyn",slats,"oil paint on paper, cloth tinfoil and wood",1957
61127,"turner, joseph mallord william",ruined castle on rock,graphite on paper,1830
12642,"riviere, briton",a blockade runner,oil paint on canvas,1888
38341,"turner, joseph mallord william",middleham castle and church from the south-east,graphite on paper,1816
24934,"wharncliffe, lady",[title not known],graphite on paper,
10722,"nicholson, sir william",mushrooms,oil paint on canvas,1940
13155,"saunders, helen",abstract multicoloured design,"gouache, watercolour and graphite on paper",1915
16231,"wilson, richard",george iii and the duke of york,oil paint on canvas,1749
49424,"turner, joseph mallord william","dudley: the castle, priory and st thomas’s church from wren’s nest hill",graphite on paper,1830
37980,"turner, joseph mallord william","study for ‘england: richmond hill, on the prince regent’s birthday’",graphite on paper,1815
24723,"flaxman, john",[title not known],graphite on paper,
55438,"turner, joseph mallord william",the confluence of the meuse and the sambre at namur: upper sketch looking up the meuse; lower sketch looking up the sambre,graphite on paper,1839
40400,"turner, joseph mallord william",passage nord [turner],graphite on paper,1817
52271,"turner, joseph mallord william",figures,chalk on paper,1830
24080,british school 18th century,caricature of charles james fox,ink and watercolour on paper,
36037,"turner, joseph mallord william",printed page of coltman’s ‘british itinerary’,engraving on paper,1811
57560,"turner, joseph mallord william",dresden: two views up the elbe,graphite on paper,1835
60234,"turner, joseph mallord william",views on rhine,graphite on paper,1837
37015,"turner, joseph mallord william",endsleigh cottage and the tamar valley,graphite on paper,1814
27565,"turner, joseph mallord william",the porch of great malvern priory,graphite on paper,1793
25547,"barlow, francis",[title not known],engraving and etching on paper,
15135,"turner, joseph mallord william",moss dale fall,line engraving on paper,1822
13012,"rozen, felix",[no title],screenprint on paper,1981
14015,"sutherland, graham, om","devastation, 1940: a house on the welsh border","watercolour, gouache, ink, crayon and graphite on paper on cardboard",1940
1663,"buckley, stephen",[no title],etching on paper,1979
105693,"beuys, joseph","réne block presents: joseph beuys, nam june paik, klavier duette in memoriam george maciunas (fluxus begründer 1932 - 78), aula kunstakademie, düsseldorf",print on paper,1978
117845,"takamatsu, jiro",book designs “scribbled drawing”,graphite on paper,1975
96288,"ferrari, león",[no title],digital print on paper,1976
83220,"kippenberger, martin",vit 89,screenprint on paper,1989
26292,"moffatt, tracey","heart attack, 1970",lithograph on paper,1994
48260,"turner, joseph mallord william","church on hill, with distant mountains",graphite on paper,1828
59866,"turner, joseph mallord william",castle on rock. ?nahn [turner],graphite on paper,1837
40218,"turner, joseph mallord william","‘the brothers’ and bornhofen church, looking upstream",graphite on paper,1817
20723,"auerbach, frank",sketch from titian’s ‘bacchus and ariadne’ (national gallery),graphite on paper,1970
5161,"gibb, phelan",belgrave square and wilton crescent,watercolour on paper,1928
23139,"laurence, samuel","head of a woman, full face",graphite and chalk on paper,
48306,"turner, joseph mallord william",ruins on a rock,graphite on paper,1828
58718,"turner, joseph mallord william",mountain scenery and buildings,graphite on paper,1833
24798,"beaumont, sir george howland, bt",[title not known],chalk and watercolour on paper,
2406,"cohen, harold",derrynan iii,screenprint on paper,1967
21152,"woodrow, bill",potassium,linocut on paper,1994
41328,"turner, joseph mallord william",twelve copies of engravings after john ‘warwick’ smith from ‘select views in italy’,graphite on paper,1819
5182,gilbert & george,gordon’s makes us drunk,"video, monitor, black and white and sound (mono)",1972
37040,"turner, joseph mallord william","abbey bridge and the abbey ruins by the river tavy, tavistock",graphite on paper,1814
41141,"turner, joseph mallord william",a study of clouds,graphite on paper,1819
22756,"dance-holland, sir nathaniel",lady macbeth taking the daggers,graphite and watercolour on paper,
9680,"moore, henry, om, ch",family group,bronze,1949
23022,"hunt, william henry",seascape,watercolour on paper,
114532,"mantz, werner","bridge, cologne 1927","photograph, gelatin silver print on paper",1927
12202,"potter, mary",golden kipper,oil paint on canvas,1939
41791,"turner, joseph mallord william",boats and boatmen; the top of the campanile of san giorgio,graphite on paper,1819
22130,"weschke, karl",tiger tiger,woodcut on paper,1953
44843,"turner, joseph mallord william",details of ships of line,graphite on paper,1820
21287,"rauschenberg, robert",soviet/american array v,etching on paper,1988
24647,"cristall, joshua",[title not known],graphite on paper,1803
16937,"caulfield, patrick",interior: noon,screenprint on paper,1970
4708,"frost, sir terry",leeds,drypoint on paper,1956
69691,"jones, george",[title not known],graphite and ink on paper,
8162,"knight, john william buxton",plymouth harbour (the wooden walls of england),oil paint on canvas,1891
13553,"smith, richard",print 4,etching and 8 metal paperclips on paper,1974
52031,"turner, joseph mallord william",vernon,gouache and watercolour on paper,1833
13715,"spencer, sir stanley",drawing for right panel of ‘resurrection: waking up’,graphite on paper,
21926,absalon,proposals for a habitat,"video, monitor or projection, colour and sound (stereo)",1990
20544,"turner, joseph mallord william","sunrise, whiting fishing at margate, engraved by t. lupton",mezzotint on paper,1825
13163,"scarfe, gerald, cbe",marquis de gaulle,lithograph on paper,1969
2028,"caulfield, patrick",the hermit,screenprint on paper,1967
5737,"guston, philip",painter,lithograph on paper,1980
80759,"walker, john",the witness,"etching, aquatint, carborundum and oil paint on paper",1999
28517,"turner, joseph mallord william",view in the lake district: ?above coniston,graphite and watercolour on paper,1797
4447,"flanagan, barry",whisky’s tale,linocut on paper,1977
64518,"turner, joseph mallord william",part of a ruined abbey (?whalley),graphite on paper,1799
14646,"turner, joseph mallord william","drawing of the clyde, engraved by charles turner",etching and mezzotint on paper,1809
61463,"turner, joseph mallord william","mountains, with lake",graphite on paper,1830
23064,"inchbold, john william",fishermen at sunset,"graphite, watercolour and gouache on paper",1859
25004,"davis, john scarlett",[title not known],graphite on paper,
33021,"turner, joseph mallord william","pevensey bay, with a beached boat",chalk and graphite on paper,1806
14720,"turner, joseph mallord william",self-portrait,oil paint on canvas,1799
2709,"constable, john","weymouth bay, dorsetshire",mezzotint on paper,1830
61128,"turner, joseph mallord william",ruined castle on rock,graphite on paper,1830
97205,"arbus, diane",untitled (7) 1970-71,"photograph, gelatine silver print on paper",1970
37234,"turner, joseph mallord william",buckfast abbey and the dart valley,graphite on paper,1814
25460,"flaxman, john",the schismatics,etching on paper,1807
